Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,LotFrontage_WasMissing,MasVnrArea_WasMissing,GarageYrBlt_WasMissing,TotalSF,TotalPorchSF,TotalBaths,BsmtFinishedRatio,LivingAreaRatio,HouseAge,YearsSinceRemodel,WasRemodeled,GarageAge,YearsSinceSold,QualityScore,BasementQualityScore,GarageQualityScore,RoomDensity,BathBedroomRatio,GarageLivingRatio,LotCoverageRatio,AgeQualityInteraction,MiscVal_transformed,PoolArea_transformed,LotArea_transformed,LowQualFinSF_transformed,3SsnPorch_transformed,KitchenAbvGr_transformed,BsmtFinSF2_transformed,EnclosedPorch_transformed,ScreenPorch_transformed,GarageYrBlt_transformed,BsmtHalfBath_transformed,GarageQualityScore_transformed,LivingAreaRatio_transformed,MasVnrArea_transformed,OpenPorchSF_transformed,LotCoverageRatio_transformed,TotalPorchSF_transformed,BathBedroomRatio_transformed,WoodDeckSF_transformed,TotalSF_transformed,1stFlrSF_transformed,BsmtFinSF1_transformed,MSSubClass_transformed,LotFrontage_transformed,GrLivArea_transformed,TotalBsmtSF_transformed,AgeQualityInteraction_transformed,Street_encoded,Alley_encoded,Utilities_encoded,CentralAir_encoded,LotFrontage_WasMissing_encoded,MasVnrArea_WasMissing_encoded,GarageYrBlt_WasMissing_encoded,Condition1_encoded,Condition2_encoded,ExterQual_encoded,ExterCond_encoded,BsmtQual_encoded,BsmtCond_encoded,BsmtFinType1_encoded,BsmtFinType2_encoded,HeatingQC_encoded,KitchenQual_encoded,FireplaceQu_encoded,GarageFinish_encoded,GarageQual_encoded,GarageCond_encoded,PoolQC_encoded,SaleCondition_encoded,Neighborhood_encoded,Exterior1st_encoded,Exterior2nd_encoded,MSSubClass_encoded,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,PavedDrive_N,PavedDrive_P,PavedDrive_Y,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,HouseAgeGroup_Historic (100+),HouseAgeGroup_Mature (26-50),HouseAgeGroup_Old (51-100),HouseAgeGroup_Recent (11-25),NeighborhoodTier_Mid_Tier,NeighborhoodTier_Premium,NeighborhoodTier_Standard,SalePrice
42,20,115.0,16905,5,6,1959,1959,0.0,967.0,0.0,383.0,1350.0,1328,0,0,1328,0.0,1.0,1,1,2,1,5,2,1959.0,1.0,308.0,0,104,0,0,0,0,0,7,2007,0,0,0,2678.0,104,2.0,0.7162962962962963,0.0785566400473232,64,64,0,64,16,4.300000000000001,3.333333333333333,3.0,3.765060240963856,1.0,0.2319277108433735,0.1584146702159124,275.20000000000005,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,1.0,83.63197513277902,-2.994052403058774,2.836967705336552,4.884943009379926,-1.951928607316472,7.998561485644712,0.0,0.0,24.81373619166861,5.775175335256835,31.096623610932426,2.221832341815843,10.723805294763608,6.877869623533831,302.1892495354881,4.697751134752798,1,,0.0,1,0,0,0,5,5,3,4,3.0,3.0,4.0,1.0,4,3.0,4.0,3.0,3.0,3.0,,5,222301.40429470566,213616.7330833042,214423.47035201915,184113.56170540248,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,170000
43,85,68.0,9180,5,7,1983,1983,0.0,747.0,93.0,0.0,840.0,884,0,0,884,1.0,0.0,1,0,2,1,5,0,1983.0,2.0,504.0,240,0,0,0,0,0,0,12,2007,1,0,0,1724.0,0,2.0,1.0,0.0962962962962963,40,40,0,40,16,4.550000000000002,2.333333333333333,3.5,5.656108597285067,1.0,0.5701357466063348,0.1877995642701525,182.00000000000009,0.0,0.0,17.222842597803265,0.0,0.0,1.0,0.6829306156710098,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.717895195980897,2.836967705336552,0.0,-1.7621758919866246,0.0,0.0,0.0,24.81373619166861,5.514160933018171,27.331300737432898,2.8856261070587945,8.246211251235321,6.505340365989329,211.017727601666,4.697751134752798,1,,0.0,1,1,0,0,5,5,3,3,4.0,3.0,5.0,2.0,4,4.0,,3.0,3.0,4.0,,5,186584.36288916564,163193.1254584924,166991.71740531828,158736.47835616439,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,144000
44,20,88.0,9200,5,6,1975,1980,0.0,280.0,491.0,167.0,938.0,938,0,0,938,1.0,0.0,1,0,3,1,5,0,1977.0,1.0,308.0,145,0,0,0,0,0,0,7,2008,1,0,0,1876.0,0,2.0,0.8219616204690832,0.1019565217391304,48,43,1,46,15,4.300000000000002,2.333333333333333,3.0,5.330490405117271,0.6666666666666666,0.3283582089552239,0.2039130434782608,206.4000000000001,0.0,0.0,17.222842597803265,0.0,0.0,1.0,0.6837417136763803,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.641679529398419,2.836967705336552,0.0,-1.671094790667396,0.0,-0.4157097509343708,0.0,24.81373619166861,5.552602514565011,16.73320053068151,2.221832341815843,9.38083151964686,6.559724067182875,229.4099447788157,4.697751134752798,1,,0.0,1,1,0,0,5,5,3,3,4.0,3.0,2.0,4.0,3,3.0,,1.0,3.0,3.0,,5,199496.7436712329,212250.8743230328,212874.74275929548,185260.03819572995,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,130250
45,20,70.0,7945,5,6,1959,1959,0.0,179.0,506.0,465.0,1150.0,1150,0,0,1150,1.0,0.0,1,0,3,1,6,0,1959.0,1.0,300.0,0,0,0,0,0,0,0,5,2006,0,0,0,2300.0,0,2.0,0.5956521739130435,0.144745122718691,64,64,0,64,17,4.200000000000001,2.0,3.0,5.217391304347826,0.6666666666666666,0.2608695652173913,0.289490245437382,268.80000000000007,0.0,0.0,17.222842597803265,0.0,0.0,1.0,0.6837451133240078,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.1857777299892174,2.836967705336552,0.0,-1.2885247400555804,0.0,-0.4157097509343708,0.0,24.81373619166861,5.6836336539103485,13.379088160259652,2.221832341815843,8.366600265340756,6.746338102001941,267.66836490126656,4.697751134752798,1,,0.0,1,0,0,0,5,5,3,3,3.0,3.0,5.0,4.0,5,3.0,,3.0,3.0,3.0,,5,149162.8113031629,201486.2391780822,152161.7083365949,185260.03819572995,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,141000
46,120,61.0,7658,9,5,2005,2005,412.0,456.0,0.0,1296.0,1752.0,1752,0,0,1752,1.0,0.0,2,0,2,1,6,1,2005.0,2.0,576.0,196,82,0,0,0,0,0,2,2010,0,0,0,3504.0,82,3.0,0.2602739726027397,0.2287803604074171,18,18,0,18,13,5.9,2.6666666666666665,3.0,3.424657534246576,1.5,0.3287671232876712,0.4575607208148342,106.2,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-1.6194579876358004,2.836967705336552,4.626732117470883,-0.8011090430497098,7.375087646362114,0.3955543399196267,0.0,24.81373619166861,5.949119142943472,21.354156504062622,3.016154085343154,7.810249675906654,7.130488803188672,368.0218943067214,4.697751134752798,1,,0.0,1,0,0,0,5,5,5,3,5.0,3.0,6.0,1.0,5,5.0,4.0,3.0,3.0,3.0,,5,296458.38831811264,150367.16645911167,150907.76662644616,200108.64320579436,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,319900
47,50,48.0,12822,7,5,2003,2003,0.0,1351.0,0.0,83.0,1434.0,1518,631,0,2149,1.0,0.0,1,1,1,1,6,1,2003.0,2.0,670.0,168,43,0,0,198,0,0,8,2009,0,0,0,3583.0,241,2.5,0.9421199442119944,0.16760255810326,20,20,0,20,14,5.050000000000001,2.6666666666666665,3.0,2.791996277338297,2.5,0.3117729176361098,0.279441584776166,101.0,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.000862762238448,2.836967705336552,3.935979097195482,-1.3267177472555811,10.485633367042029,0.8667086936375372,0.0,24.81373619166861,5.859497414572116,36.75595189897821,2.6653165319524863,6.928203230275509,7.316166215950672,316.3050283029228,4.697751134752798,1,,0.0,1,0,0,0,5,5,4,3,5.0,3.0,6.0,1.0,5,4.0,5.0,3.0,3.0,3.0,,2,158721.38382507904,213616.7330833042,214423.47035201915,145516.03167123283,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,239686
48,20,84.0,11096,8,5,2006,2006,0.0,24.0,0.0,1632.0,1656.0,1656,0,0,1656,0.0,0.0,2,0,3,1,7,0,2006.0,3.0,826.0,0,146,0,0,0,0,0,7,2007,0,0,0,3312.0,146,2.0,0.0144927536231884,0.1492429704397981,17,17,0,17,16,5.250000000000001,2.333333333333333,3.0,4.2270531400966185,0.6666666666666666,0.4987922705314009,0.2984859408795962,89.25000000000001,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.1469043223586293,2.836967705336552,5.256647942266892,-1.2555096999503723,8.947430988076032,-0.4157097509343708,0.0,24.81373619166861,5.913987257383504,4.898979485566356,2.221832341815843,9.16515138991168,7.0791787791415866,352.6732876232597,4.697751134752798,1,,0.0,1,0,0,0,5,5,4,3,4.0,3.0,6.0,1.0,5,4.0,,3.0,3.0,3.0,,5,220691.3994520548,214779.58038757098,216070.71346458318,185015.5843810596,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,249700
49,190,33.0,4456,4,5,1920,2008,0.0,0.0,0.0,736.0,736.0,736,716,0,1452,0.0,0.0,2,0,2,3,8,0,0.0,0.0,0.0,0,0,102,0,0,0,0,6,2009,0,0,1,2188.0,102,2.0,0.0,0.3258527827648115,103,15,1,0,14,3.7,2.0,0.0,5.5096418732782375,1.0,0.0,0.4910233393177738,381.1,0.0,0.0,17.222842597803265,0.0,0.0,1.7320508075688772,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-1.2035472758531924,2.836967705336552,0.0,-0.727182504761019,7.946373552664842,0.0,0.0,24.81373619166861,5.394469198041184,0.0,3.175998998513502,5.744562646538029,6.959346244170229,190.910172257092,4.697751134752798,1,,0.0,1,0,0,1,5,5,3,3,3.0,3.0,1.0,1.0,4,3.0,,,,,,6,132037.10437051533,152092.28855028935,151892.11999401156,145888.24117891243,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,113000
50,20,66.0,7742,5,7,1966,1966,0.0,763.0,0.0,192.0,955.0,955,0,0,955,1.0,0.0,1,0,3,1,6,0,1966.0,1.0,386.0,0,0,0,0,0,0,0,1,2007,0,0,0,1910.0,0,2.0,0.7989528795811518,0.1233531387238439,57,57,0,57,16,4.400000000000001,2.0,3.0,6.282722513089006,0.6666666666666666,0.4041884816753927,0.2467062774476879,250.80000000000007,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.391364171430701,2.836967705336552,0.0,-1.4620854731327126,0.0,-0.4157097509343708,0.0,24.81373619166861,5.564219506513184,27.622454633866266,2.221832341815843,8.12403840463596,6.576191065841448,232.5511224631424,4.697751134752798,1,,0.0,1,0,0,0,5,5,3,3,3.0,3.0,4.0,1.0,5,3.0,,1.0,3.0,3.0,,5,143346.2493956487,161936.0535424952,166465.06334626654,185260.03819572995,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,127000
51,60,95.4,13869,6,6,1997,1997,0.0,182.0,0.0,612.0,794.0,794,676,0,1470,0.0,1.0,2,0,3,1,6,0,1997.0,2.0,388.0,0,75,0,0,0,0,0,7,2007,1,0,0,2264.0,75,2.5,0.2292191435768261,0.1059917802292883,26,26,0,26,16,4.600000000000001,2.333333333333333,3.0,4.081632653061225,0.8333333333333334,0.2639455782312925,0.1632417622034754,119.60000000000004,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,1.0,83.63197513277902,-2.5901943231473856,2.836967705336552,4.53029429753783,-1.9183104601494547,7.1494486457842985,-0.1843740538091855,0.0,24.81373619166861,5.444185123049131,13.490737563232042,2.7438051561793677,9.767292357659825,6.970584662846912,202.20434980970225,4.697751134752798,1,,0.0,1,1,0,0,5,5,3,3,4.0,3.0,6.0,1.0,4,3.0,,3.0,3.0,3.0,,5,188053.57278538813,213616.7330833042,214423.47035201915,237658.6924470977,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,177000
52,50,52.0,6240,6,6,1934,1950,0.0,0.0,0.0,816.0,816.0,816,0,360,1176,0.0,0.0,1,0,3,1,6,1,1985.0,2.0,528.0,112,0,0,0,0,0,400,9,2006,0,0,0,1632.0,0,1.0,0.0,0.1884615384615384,89,73,1,38,17,4.500000000000001,2.0,3.0,5.1020408163265305,0.3333333333333333,0.4489795918367347,0.2615384615384615,400.50000000000006,5.993961427306569,0.0,17.222842597803265,5.8888779583328805,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-1.8553454036998327,2.836967705336552,0.0,-1.3985243598399777,0.0,-1.1760171684051135,0.0,24.81373619166861,5.462041101243013,0.0,2.6653165319524863,7.211102550927978,6.766786188465722,206.4346881750736,4.697751134752798,1,,0.0,1,0,0,0,5,5,3,3,3.0,3.0,1.0,1.0,3,3.0,4.0,1.0,3.0,3.0,,5,133236.5810709838,152436.4583364868,152161.7083365949,144478.3086089765,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,114500
53,90,110.0,8472,5,5,1963,1963,0.0,104.0,712.0,0.0,816.0,816,0,0,816,1.0,0.0,1,0,2,1,5,0,1963.0,2.0,516.0,106,0,0,0,0,0,0,5,2010,0,0,0,1632.0,0,2.0,1.0,0.0963172804532577,60,60,0,60,13,3.9,3.6666666666666665,3.0,6.127450980392156,1.0,0.6323529411764706,0.1926345609065155,234.0,0.0,0.0,17.222842597803265,0.0,0.0,1.0,0.6837748440283233,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.7176034147791417,2.836967705336552,0.0,-1.734000679514744,0.0,0.0,0.0,24.81373619166861,5.462041101243013,10.198039027185567,2.907922049295681,10.488088481701515,6.431866669541684,206.4346881750736,4.697751134752798,0,,0.0,0,0,0,0,7,5,2,3,4.0,3.0,2.0,6.0,3,3.0,,1.0,3.0,3.0,,5,118661.33227959256,154365.84369308734,152416.7694479037,141170.6174346202,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,110000
54,20,68.0,50271,9,5,1981,1987,0.0,1810.0,0.0,32.0,1842.0,1842,0,0,1842,2.0,0.0,0,1,0,1,5,1,1981.0,3.0,894.0,857,72,0,0,0,0,0,11,2006,0,0,0,3684.0,72,2.5,0.982627578718784,0.0366414035925284,42,36,1,42,17,5.65,4.0,3.0,2.7144408251900107,2.5,0.4853420195439739,0.0732828071850569,237.3,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-4.093087596531321,2.836967705336552,4.486270897169171,-2.8371181936506886,7.047723423603779,0.8667086936375372,0.0,24.81373619166861,5.9802447701289,42.5440947723653,2.221832341815843,8.246211251235321,7.176070961548981,382.2240345497587,4.697751134752798,1,,0.0,1,0,0,0,5,5,4,3,5.0,3.0,6.0,1.0,4,4.0,4.0,3.0,3.0,3.0,,5,197950.74743150684,160439.4468587624,157309.28099754127,186478.13647894468,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,385000
55,80,60.0,7134,5,5,1955,1955,0.0,384.0,0.0,0.0,384.0,1360,0,0,1360,0.0,0.0,1,0,3,1,6,1,1962.0,2.0,572.0,0,50,0,0,0,0,0,2,2007,0,0,0,1744.0,50,1.0,1.0,0.1906363891225119,68,68,0,61,16,4.0,2.0,3.0,4.411764705882353,0.3333333333333333,0.4205882352941176,0.2444631342865152,272.0,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-1.841225164624092,2.836967705336552,4.095858771084797,-1.4720503874714193,6.179677067912107,-1.1760171684051135,0.0,24.81373619166861,5.79024181313965,19.595917942265423,2.8616830184323145,7.745966692414834,6.899610477322543,116.51781238529156,4.697751134752798,1,,0.0,1,0,0,0,5,5,3,3,3.0,3.0,5.0,1.0,3,3.0,3.0,1.0,3.0,3.0,,5,148003.50245403268,152092.28855028935,151892.11999401156,173608.60640900195,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,130000
56,20,100.0,10175,6,5,1964,1964,272.0,490.0,0.0,935.0,1425.0,1425,0,0,1425,0.0,0.0,2,0,3,1,7,1,1964.0,2.0,576.0,0,0,0,407,0,0,0,7,2008,0,0,0,2850.0,407,2.0,0.343859649122807,0.14004914004914,59,59,0,59,15,4.300000000000001,2.0,3.0,4.912280701754386,0.6666666666666666,0.4042105263157894,0.2800982800982801,253.70000000000005,0.0,0.0,17.222842597803265,0.0,6.0112671744041615,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.227840824704386,2.836967705336552,0.0,-1.3241775475995163,12.284327228327143,-0.4157097509343708,0.0,24.81373619166861,5.819718495023133,22.13594362117865,2.221832341815843,10.0,6.942221508172006,314.8025586974406,4.697751134752798,1,,0.0,1,0,0,0,5,5,3,3,3.0,3.0,4.0,1.0,4,3.0,4.0,3.0,3.0,3.0,,5,146372.301776753,163193.1254584924,166148.97586431834,185015.5843810596,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,180500
57,160,24.0,2645,8,5,1999,2000,456.0,649.0,0.0,321.0,970.0,983,756,0,1739,1.0,0.0,2,1,3,1,7,0,1999.0,2.0,480.0,115,0,0,0,0,0,0,8,2009,0,0,0,2709.0,0,3.5,0.6690721649484536,0.6574669187145558,24,23,1,24,14,5.250000000000001,2.333333333333333,3.0,4.025301897642324,1.1666666666666667,0.2760207015526164,1.0241965973534972,126.00000000000004,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-0.4305271703103895,2.836967705336552,0.0,0.0238907831302375,0.0,0.1527034910125214,0.0,24.81373619166861,5.582882621463118,25.475478405713996,3.118024878560868,4.898979485566356,7.1237095091363205,235.31133566211344,4.697751134752798,1,2.0,0.0,1,0,0,0,5,5,4,3,4.0,3.0,6.0,1.0,5,4.0,,3.0,3.0,3.0,,2,220646.50580891277,151164.8740923722,151935.2683365949,145628.76201532388,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,172500
