Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_WasMissing,MasVnrArea_WasMissing,GarageYrBlt_WasMissing,TotalSF,TotalPorchSF,TotalBaths,BsmtFinishedRatio,LivingAreaRatio,HouseAge,YearsSinceRemodel,WasRemodeled,GarageAge,YearsSinceSold,HouseAgeGroup,NeighborhoodTier,QualityScore,BasementQualityScore,GarageQualityScore,RoomDensity,BathBedroomRatio,GarageLivingRatio,LotCoverageRatio,AgeQualityInteraction,MiscVal_transformed,PoolArea_transformed,LotArea_transformed,LowQualFinSF_transformed,3SsnPorch_transformed,KitchenAbvGr_transformed,BsmtFinSF2_transformed,EnclosedPorch_transformed,ScreenPorch_transformed,GarageYrBlt_transformed,BsmtHalfBath_transformed,GarageQualityScore_transformed,LivingAreaRatio_transformed,MasVnrArea_transformed,OpenPorchSF_transformed,LotCoverageRatio_transformed,TotalPorchSF_transformed,BathBedroomRatio_transformed,WoodDeckSF_transformed,TotalSF_transformed,1stFlrSF_transformed,BsmtFinSF1_transformed,MSSubClass_transformed,LotFrontage_transformed,GrLivArea_transformed,TotalBsmtSF_transformed,AgeQualityInteraction_transformed,SalePrice
403,30,RL,60.0,10200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,672,0,0,672,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1940.0,Unf,1.0,240.0,TA,TA,N,168,0,0,0,0,0,,GdPrv,,0,8,2008,WD,Normal,0,0,0,1344.0,0,1.0,0.0,0.0658823529411764,83,26,1,83,15,Old (51-100),Mid_Tier,4.6000000000000005,2.0,3.0,5.952380952380952,0.5,0.3571428571428571,0.1317647058823529,381.80000000000007,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-3.2384103947133034,2.836967705336552,0.0,-2.1596064989120975,0.0,-0.7234444175958598,0.0,24.81373619166861,5.334535276543928,0.0,2.4286617422266024,7.745966692414834,6.253370160110009,178.18979900459323,4.697751134752798,108000
404,60,RL,93.0,12090,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1141.0,1141.0,GasA,Gd,Y,SBrkr,1165,1098,0,2263,0.0,0.0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998.0,Fin,2.0,420.0,TA,TA,Y,144,123,0,0,0,0,,,,0,7,2006,WD,Abnorml,0,0,0,3404.0,123,2.5,0.0,0.1871794871794871,25,25,0,25,17,Mature (26-50),Premium,5.250000000000001,2.333333333333333,3.0,4.4189129474149365,0.625,0.1855943437914273,0.2815550041356493,131.25000000000003,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-1.8637552712820444,2.836967705336552,5.068357259117099,-1.318565216737063,8.459020939097407,-0.48380581082171614,0.0,24.81373619166861,5.691910693511453,0.0,2.7438051561793673,9.643650760992955,7.363083852886036,266.0816972449388,4.697751134752798,258000
405,60,RL,95.2,10364,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,806.0,806.0,GasA,Gd,Y,SBrkr,806,766,0,1572,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2.0,373.0,TA,TA,Y,0,40,0,0,0,0,,,,0,5,2007,WD,Normal,1,0,0,2378.0,40,2.5,0.0,0.151678888460054,28,27,1,28,16,Mature (26-50),Mid_Tier,4.400000000000001,2.333333333333333,3.0,4.452926208651399,0.8333333333333334,0.2372773536895674,0.2294480895407178,123.20000000000005,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.1263977029115044,2.836967705336552,3.8596772770365355,-1.5413605176460214,5.68324653666848,-0.18437405380918556,0.0,24.81373619166861,5.453988946264488,0.0,2.7438051561793673,9.757048734120374,7.031750229518203,204.51533209333235,4.697751134752798,168000
406,20,RL,80.2,9991,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1116.0,Unf,0.0,165.0,1281.0,GasA,Ex,Y,SBrkr,1620,0,0,1620,1.0,0.0,2,0,3,1,TA,8,Min1,1,TA,Attchd,1993.0,Unf,2.0,490.0,TA,TA,Y,120,78,0,0,0,0,,GdWo,,0,6,2009,WD,Normal,1,0,0,2901.0,78,3.0,0.8711943793911007,0.1621459313382043,47,30,1,30,14,Mature (26-50),Mid_Tier,3.5,2.0,3.0,4.938271604938271,1.0,0.3024691358024691,0.2903613251926734,164.5,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.0423109061040887,2.836967705336552,4.5726476608183795,-1.2852804783042207,7.248068766078883,0.0,0.0,24.81373619166861,5.900251303200594,33.406586176980134,2.221832341815843,8.955445270895245,7.05915737972445,290.43179322666236,4.697751134752798,150000
407,50,RL,51.0,10480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1064.0,1064.0,GasA,Ex,Y,FuseA,1166,0,473,1639,0.0,0.0,1,0,3,1,TA,6,Maj2,0,,Detchd,1936.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2008,WD,Normal,0,0,0,2230.0,0,1.0,0.0,0.1563931297709923,87,73,1,87,15,Old (51-100),Mid_Tier,4.300000000000001,2.0,3.0,3.6607687614399023,0.3333333333333333,0.1464307504575961,0.2127862595419847,374.1000000000001,0.0,0.0,17.222842597803265,6.161207321695077,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.0877430955396847,2.836967705336552,0.0,-1.6241483238846397,0.0,-1.1760171684051137,0.0,24.81373619166861,5.692458464318869,0.0,2.6653165319524863,7.14142842854285,7.069779694558348,252.37757646186276,4.697751134752798,115000
408,70,RL,63.0,15576,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,840,0,1680,0.0,0.0,2,0,4,1,TA,8,Typ,0,,Attchd,1960.0,Unf,1.0,308.0,TA,TA,Y,0,0,160,0,0,0,,,,0,3,2008,WD,Normal,0,0,0,2520.0,160,2.0,0.0,0.1078582434514637,108,47,1,63,15,Historic (100+),Mid_Tier,4.800000000000002,2.333333333333333,3.0,4.761904761904763,0.5,0.1833333333333333,0.1617873651771957,518.4000000000002,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.5671211125917868,2.836967705336552,0.0,-1.9283272299515841,9.215982511964993,-0.7234444175958598,0.0,24.81373619166861,5.4809463065649755,0.0,2.807855687746713,7.937253933193772,7.092283174771811,211.01772760166602,4.697751134752798,177000
409,60,RL,109.0,14154,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1063.0,1063.0,GasA,Ex,Y,SBrkr,1071,1101,0,2172,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,3.0,947.0,TA,TA,Y,192,62,0,0,0,0,,,,0,8,2007,New,Partial,0,0,0,3235.0,62,2.5,0.0,0.1534548537515896,17,17,0,17,16,Recent (11-25),Premium,5.1000000000000005,3.0,3.0,4.143646408839778,0.8333333333333334,0.4360036832412523,0.2285572982902359,86.7,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.111678962415978,2.836967705336552,4.325541829917661,-1.5456227120725656,6.6830190278163055,-0.18437405380918556,0.0,24.81373619166861,5.638058066774998,0.0,2.7438051561793673,10.44030650891055,7.325831736355507,252.19802728012837,4.697751134752798,280000
410,60,FV,85.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,789.0,Unf,0.0,245.0,1034.0,GasA,Ex,Y,SBrkr,1050,1028,0,2078,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,Fin,3.0,836.0,TA,TA,Y,0,102,0,0,0,0,,,,0,4,2008,New,Partial,0,0,0,3112.0,102,3.5,0.7630560928433269,0.1924074074074074,16,15,1,15,15,Recent (11-25),Premium,5.4,2.6666666666666665,3.0,3.84985563041386,1.1666666666666667,0.4023099133782483,0.2881481481481481,86.4,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-1.8298600065063646,2.836967705336552,4.863775820586757,-1.293543613416245,7.946373552664842,0.15270349101252145,0.0,24.81373619166861,5.625340717073871,28.089143810376278,2.7438051561793673,9.219544457292887,7.285654948752308,246.97281260880646,4.697751134752798,339750
411,20,RL,68.0,9571,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,1276.0,1276.0,GasA,TA,Y,FuseA,1276,0,0,1276,0.0,0.0,1,0,3,1,TA,5,Mod,0,,Attchd,1958.0,Unf,1.0,350.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2009,COD,Abnorml,0,0,0,2552.0,0,1.0,0.0,0.1333194023612997,65,65,0,65,14,Old (51-100),Standard,3.45,1.6666666666666667,3.0,3.9184952978056415,0.3333333333333333,0.274294670846395,0.2666388047225995,224.25,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.2909703295435304,2.836967705336552,0.0,-1.3775483588695376,0.0,-1.1760171684051137,0.0,24.81373619166861,5.749849860071224,0.0,2.221832341815843,8.246211251235321,6.841384300740912,289.57382860018186,4.697751134752798,60000
412,190,RL,100.0,34650,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,TA,N,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1955.0,Fin,2.0,572.0,TA,TA,Y,264,0,0,0,0,0,,,,0,1,2006,WD,Normal,0,0,0,2112.0,0,2.0,1.0,0.0304761904761904,68,68,0,68,17,Old (51-100),Mid_Tier,4.0,2.0,3.0,4.734848484848485,0.6666666666666666,0.5416666666666666,0.0609523809523809,272.0,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-4.374641555175368,2.836967705336552,0.0,-3.055006482756398,0.0,-0.41570975093437085,0.0,24.81373619166861,5.629001626732784,32.49615361854384,3.175998998513502,10.0,6.668296175632889,250.940016013119,4.697751134752798,145000
413,20,FV,43.6,4403,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578.0,Unf,0.0,892.0,1470.0,GasA,Ex,Y,SBrkr,1478,0,0,1478,1.0,0.0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009.0,Fin,2.0,484.0,TA,TA,Y,0,144,0,0,0,0,,,,0,6,2010,New,Partial,1,0,0,2948.0,144,3.5,0.3931972789115646,0.3356802180331592,14,14,0,14,13,Recent (11-25),Premium,5.25,2.6666666666666665,3.0,4.736129905277402,1.75,0.3274695534506089,0.6695434930729048,73.5,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-1.1694348534607577,2.836967705336552,5.2414641743501384,-0.40619050828633735,8.907444571118413,0.5408541036492883,0.0,24.81373619166861,5.842714700121303,24.041630560342615,2.221832341815843,6.603029607687671,6.9755348931140215,322.2918869053873,4.697751134752798,222000
414,30,RM,56.0,8960,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,1008.0,GasA,Gd,Y,FuseA,1028,0,0,1028,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1927.0,Unf,2.0,360.0,TA,TA,Y,0,0,130,0,0,0,,,,0,3,2010,WD,Normal,0,0,0,2036.0,130,1.0,0.0,0.1147321428571428,96,73,1,96,13,Old (51-100),Standard,4.200000000000001,2.0,3.0,4.863813229571985,0.5,0.3501945525291828,0.2272321428571428,403.2000000000001,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.4858613292534533,2.836967705336552,0.0,-1.551995974764253,8.614705875639315,-0.7234444175958598,0.0,24.81373619166861,5.61172462369638,0.0,2.4286617422266024,7.483314773547883,6.643686209070734,242.25739740269347,4.697751134752798,115000
415,60,RL,59.0,11228,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50.0,GLQ,531.0,499.0,1080.0,GasA,Ex,Y,SBrkr,1080,1017,0,2097,0.0,1.0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,3.0,678.0,TA,TA,Y,196,187,0,0,0,0,,,,0,12,2008,WD,Normal,0,0,0,3177.0,187,3.0,0.537962962962963,0.1867652297826861,30,30,0,30,15,Mature (26-50),Mid_Tier,4.950000000000001,2.333333333333333,3.0,4.291845493562231,1.0,0.3233190271816881,0.2829533309583185,148.50000000000003,0.0,0.0,17.222842597803265,0.0,0.0,1.0,0.6837502598873145,0.0,0.0,35765132.1566755,1.0,83.63197513277902,-1.8664865317645793,2.836967705336552,5.530056659062647,-1.3132068064365956,9.685934944965293,0.0,0.0,24.81373619166861,5.6434274761184255,7.0710678118654755,2.7438051561793673,7.681145747868608,7.293922129895335,255.2447477990854,4.697751134752798,228000
416,20,RL,73.0,8899,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1316.0,1340.0,GasA,Ex,Y,SBrkr,1340,0,0,1340,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,2.0,396.0,TA,TA,Y,100,30,0,0,0,0,,,,0,8,2007,New,Partial,0,0,0,2680.0,30,2.0,0.017910447761194,0.1505787167097426,16,16,0,16,16,Recent (11-25),Mid_Tier,4.950000000000001,2.333333333333333,3.0,4.477611940298508,0.6666666666666666,0.2955223880597015,0.3011574334194853,79.20000000000002,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.135613211902529,2.836967705336552,3.558677650777331,-1.2459082985766758,5.080410561080032,-0.41570975093437085,0.0,24.81373619166861,5.780870028255395,4.898979485566356,2.221832341815843,8.54400374531753,6.886083942548813,300.4946068206658,4.697751134752798,181134
417,60,RL,74.0,7844,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209.0,Unf,0.0,463.0,672.0,GasA,TA,Y,SBrkr,672,728,0,1400,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2006,WD,Normal,0,0,0,2072.0,0,1.5,0.3110119047619047,0.1784803671596124,45,45,0,45,17,Mature (26-50),Mid_Tier,4.700000000000001,2.0,3.0,4.285714285714286,0.5,0.3142857142857143,0.2641509433962264,211.50000000000009,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-1.922586804688366,2.836967705336552,0.0,-1.3877263592750493,0.0,-0.7234444175958598,0.0,24.81373619166861,5.334535276543928,14.45683229480096,2.7438051561793673,8.602325267042627,6.926069978653353,178.18979900459323,4.697751134752798,149500
418,70,RL,86.0,22420,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128.0,Unf,0.0,242.0,1370.0,GasW,TA,N,FuseA,1370,1254,0,2624,1.0,0.0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3.0,864.0,TA,TA,N,0,0,0,0,0,0,,,,0,11,2007,WD,Normal,0,0,0,3994.0,0,3.5,0.8233576642335766,0.1170383586083853,105,73,1,105,16,Historic (100+),Mid_Tier,4.600000000000001,2.333333333333333,3.0,3.8109756097560976,0.875,0.3292682926829268,0.1781445138269402,483.00000000000017,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.4598188345682233,2.836967705336552,0.0,-1.8208195283817998,0.0,-0.13463015734610392,0.0,24.81373619166861,5.794872935410195,33.58571124749333,2.807855687746713,9.273618495495704,7.497268463173382,305.5693002245857,4.697751134752798,239000
419,50,RL,60.0,8160,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,312.0,Unf,0.0,444.0,756.0,GasA,Fa,N,FuseF,756,378,0,1134,1.0,0.0,1,1,3,1,TA,7,Typ,0,,Detchd,1940.0,Unf,1.0,240.0,TA,TA,P,0,0,0,0,0,0,,,,0,4,2007,WD,AdjLand,0,0,0,1890.0,0,2.5,0.4126984126984127,0.1389705882352941,83,73,1,83,16,Old (51-100),Standard,4.200000000000001,2.0,3.0,6.172839506172839,0.8333333333333334,0.2116402116402116,0.2316176470588235,348.6000000000001,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.237725848824629,2.836967705336552,0.0,-1.5310528649678594,0.0,-0.18437405380918556,0.0,24.81373619166861,5.412068612323868,17.663521732655695,2.6653165319524863,7.745966692414834,6.73352088084266,194.82863963580553,4.697751134752798,126000
420,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,0.0,281.0,1056.0,GasA,Ex,Y,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968.0,Unf,1.0,304.0,TA,TA,Y,0,85,184,0,0,0,,,,0,7,2010,WD,Normal,0,0,0,2112.0,269,2.0,0.7339015151515151,0.1249704142011834,55,55,0,55,13,Old (51-100),Mid_Tier,4.200000000000001,2.0,3.0,5.681818181818182,0.6666666666666666,0.2878787878787879,0.2499408284023668,231.00000000000009,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.3744652638835766,2.836967705336552,4.665645599279982,-1.4478844802029303,10.846109283842134,-0.41570975093437085,0.0,24.81373619166861,5.629001626732784,27.83882181415011,2.221832341815843,8.06225774829855,6.668296175632889,250.940016013119,4.697751134752798,142000
421,90,RM,78.0,7060,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309.0,Unf,0.0,35.0,1344.0,GasA,Ex,Y,SBrkr,1344,0,0,1344,2.0,0.0,2,0,2,2,TA,8,Typ,0,,Attchd,1997.0,Fin,4.0,784.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2008,WD,Alloca,0,0,0,2688.0,0,4.0,0.9739583333333334,0.1903682719546742,26,25,1,26,15,Mature (26-50),Mid_Tier,4.850000000000001,4.0,3.0,5.952380952380952,2.0,0.5833333333333334,0.3807365439093484,126.10000000000004,0.0,0.0,17.222842597803265,0.0,0.0,1.4142135623730951,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-1.842956100017731,2.836967705336552,0.0,-0.9951456136340341,0.0,0.6645183522778861,0.0,24.81373619166861,5.782756224549664,36.180105030251084,2.9079220492956814,8.831760866327848,6.888805518287743,301.17283625390695,4.697751134752798,206300
422,20,RL,98.6,16635,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,1246.0,Unf,0.0,356.0,1602.0,GasA,Gd,Y,SBrkr,1602,0,0,1602,0.0,1.0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1977.0,Fin,2.0,529.0,TA,TA,Y,240,0,0,0,0,0,,,,0,6,2009,WD,Normal,1,0,0,3204.0,0,2.5,0.7777777777777778,0.0963029756537421,46,23,1,46,14,Mature (26-50),Mid_Tier,5.050000000000001,2.333333333333333,3.0,4.993757802746567,0.8333333333333334,0.3302122347066167,0.1926059513074842,232.30000000000004,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,1.0,83.63197513277902,-2.7178023128714566,2.836967705336552,0.0,-1.7341651797746644,0.0,-0.18437405380918556,0.0,24.81373619166861,5.893261159751204,35.298725189445584,2.221832341815843,9.929753269845127,7.048977199269363,343.94370742747293,4.697751134752798,215000
423,20,RL,100.0,21750,Pave,,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,988.0,988.0,GasA,Ex,Y,FuseA,988,0,0,988,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Attchd,1954.0,RFn,2.0,520.0,TA,TA,N,0,0,0,0,0,0,,,,0,2,2008,WD,Normal,0,0,0,1976.0,0,1.0,0.0,0.0454252873563218,69,69,0,69,15,Old (51-100),Mid_Tier,4.0,2.0,3.0,4.048582995951417,0.5,0.5263157894736842,0.0908505747126436,276.0,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-3.772756561692095,2.836967705336552,0.0,-2.586097801299528,0.0,-0.7234444175958598,0.0,24.81373619166861,5.586155832983595,0.0,2.221832341815843,10.0,6.607326724911617,238.60976767141352,4.697751134752798,113000
424,60,RL,80.0,9200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,986.0,Unf,0.0,484.0,1470.0,GasA,Gd,Y,SBrkr,1470,1160,0,2630,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3.0,696.0,TA,TA,Y,0,66,0,0,0,0,,,,0,6,2008,WD,Normal,0,0,0,4100.0,66,3.5,0.6707482993197279,0.2858695652173913,25,25,0,25,15,Mature (26-50),Premium,5.250000000000001,2.333333333333333,3.0,3.041825095057034,0.875,0.264638783269962,0.4456521739130434,131.25000000000003,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-1.3553542827411131,2.836967705336552,4.3926411038357,-0.8288125704029841,6.834003017247917,-0.13463015734610392,0.0,24.81373619166861,5.83930026167058,31.400636936215164,2.7438051561793673,8.94427190999916,7.499337232024428,322.2918869053873,4.697751134752798,315000
425,20,RL,72.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616.0,Unf,0.0,580.0,1196.0,GasA,Gd,Y,FuseA,1196,0,0,1196,1.0,0.0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956.0,RFn,1.0,297.0,TA,TA,Y,0,44,0,0,0,0,,,,0,5,2008,WD,Normal,0,0,0,2392.0,44,2.0,0.5150501672240803,0.1328888888888889,67,67,0,67,15,Old (51-100),Mid_Tier,4.400000000000001,2.333333333333333,3.0,5.016722408026756,1.0,0.2483277591973244,0.2657777777777778,294.80000000000007,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.2951302201658144,2.836967705336552,3.9602842201080435,-1.3810594209284417,5.89214124161988,0.0,0.0,24.81373619166861,5.7086634763868895,24.819347291981714,2.221832341815843,8.48528137423857,6.782206645989688,275.7309307594007,4.697751134752798,139000
